l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
2017,84,5,3,11.00,10824.88,0.05,0.02,N,O,1998-05-22,1998-07-13,1998-05-26,TAKE BACK RETURN,TRUCK,ffily special accounts cajole.
2018,195,6,1,2.00,2190.38,0.02,0.07,N,O,1995-06-25,1995-06-20,1995-07-04,NONE,TRUCK,s. quickly final tithes wake slyly quick
2018,129,10,2,23.00,23669.76,0.05,0.01,R,F,1995-05-05,1995-05-12,1995-05-22,TAKE BACK RETURN,RAIL,ites poach furiously. ca
2019,4,9,1,31.00,28024.00,0.07,0.03,R,F,1992-11-18,1992-12-26,1992-11-24,DELIVER IN PERSON,FOB,ickly. bold foxes wake a
2019,52,7,2,18.00,17136.90,0.04,0.03,R,F,1993-01-24,1992-12-22,1993-02-02,NONE,MAIL,"nticing accounts. special, bold noto"
2020,34,10,1,50.00,46701.50,0.06,0.01,R,F,1993-07-12,1993-08-28,1993-08-02,COLLECT COD,TRUCK,"equests. regular, bold accounts are care"
2020,176,4,2,40.00,43046.80,0.09,0.00,A,F,1993-10-17,1993-09-14,1993-10-29,TAKE BACK RETURN,RAIL,across the unusu
2020,14,4,3,30.00,27420.30,0.07,0.04,A,F,1993-09-08,1993-08-11,1993-09-29,TAKE BACK RETURN,AIR,express requests. accounts affix regular
2020,61,8,4,27.00,25948.62,0.05,0.06,A,F,1993-07-14,1993-09-02,1993-08-03,NONE,FOB,"ckly around the ironic, iro"
2021,85,6,1,7.00,6895.56,0.08,0.04,N,O,1995-10-17,1995-09-29,1995-10-20,NONE,MAIL," lose furiously among the express, sly"
2021,166,3,2,19.00,20257.04,0.04,0.05,N,O,1995-08-14,1995-09-05,1995-08-23,NONE,RAIL,d the regular instr
2022,169,8,1,38.00,40628.08,0.00,0.08,R,F,1992-07-05,1992-04-20,1992-07-13,TAKE BACK RETURN,REG AIR,al accounts. ironic ideas integrate. 
2022,55,3,2,38.00,36291.90,0.05,0.04,R,F,1992-06-17,1992-05-15,1992-06-28,COLLECT COD,SHIP,dependencies cajole carefull
2022,49,10,3,48.00,45553.92,0.10,0.02,A,F,1992-06-14,1992-06-04,1992-07-12,DELIVER IN PERSON,SHIP,sly deposits. slyly final excuses haggle ag
2022,182,3,4,16.00,17314.88,0.05,0.03,R,F,1992-06-23,1992-05-22,1992-07-07,NONE,TRUCK,ounts wake carefully
2022,100,1,5,36.00,36003.60,0.05,0.02,R,F,1992-03-24,1992-05-07,1992-04-13,NONE,MAIL,as alongside of the regular foxes detec
2022,129,2,6,20.00,20582.40,0.08,0.08,A,F,1992-03-31,1992-04-17,1992-04-02,NONE,SHIP,uickly. slyly pend
2022,78,9,7,13.00,12714.91,0.06,0.08,R,F,1992-04-04,1992-05-30,1992-04-21,NONE,FOB,ironic deposits sleep slyl
2023,127,10,1,9.00,9244.08,0.05,0.04,R,F,1992-06-04,1992-06-30,1992-06-10,NONE,AIR,es hinder after the regula
2023,38,4,2,2.00,1876.06,0.01,0.00,R,F,1992-08-27,1992-07-16,1992-08-29,DELIVER IN PERSON,RAIL, somas sleep slyly against t
2023,19,6,3,25.00,22975.25,0.10,0.03,A,F,1992-07-19,1992-07-07,1992-08-15,NONE,REG AIR,ly against the accounts. furiously pe
2023,185,6,4,9.00,9766.62,0.02,0.00,A,F,1992-07-23,1992-07-04,1992-08-20,TAKE BACK RETURN,AIR,cial ideas sleep idly quickly final pi
2023,20,10,5,22.00,20240.44,0.04,0.06,A,F,1992-06-15,1992-07-13,1992-06-21,TAKE BACK RETURN,SHIP, promise blithely a
2023,43,2,6,29.00,27348.16,0.02,0.06,A,F,1992-08-29,1992-07-28,1992-09-18,COLLECT COD,RAIL,. blithely regular depo
2023,134,10,7,50.00,51706.50,0.00,0.03,R,F,1992-06-20,1992-07-04,1992-06-23,DELIVER IN PERSON,FOB,deposits. careful
2048,35,1,1,7.00,6545.21,0.06,0.01,R,F,1993-12-07,1994-01-31,1994-01-05,TAKE BACK RETURN,REG AIR,tes. quickly even instructions cajole furio
2048,8,5,2,5.00,4540.00,0.04,0.04,A,F,1994-01-18,1994-02-01,1994-01-29,TAKE BACK RETURN,TRUCK,ular packages. bold foxe
2048,101,2,3,12.00,12013.20,0.01,0.05,R,F,1994-01-28,1994-01-19,1994-02-08,NONE,AIR,ic deposits af
2048,97,1,4,11.00,10967.99,0.10,0.03,R,F,1993-12-20,1994-01-19,1994-01-04,TAKE BACK RETURN,MAIL,"ic, final packages engage fluff"
2049,189,10,1,25.00,27229.50,0.08,0.00,N,O,1996-03-31,1996-02-29,1996-04-15,DELIVER IN PERSON,MAIL,atelets boost quick
2049,35,1,2,31.00,28985.93,0.10,0.05,N,O,1995-12-25,1996-02-25,1995-12-29,TAKE BACK RETURN,MAIL,ly brave accounts wake. slyly
2049,67,6,3,18.00,17407.08,0.05,0.05,N,O,1996-01-09,1996-01-22,1996-01-25,TAKE BACK RETURN,AIR,ly across the furiously final ideas. si
2049,6,7,4,39.00,35334.00,0.02,0.05,N,O,1996-01-17,1996-01-21,1996-02-03,TAKE BACK RETURN,MAIL,ickly pending excuses
2049,126,1,5,30.00,30783.60,0.04,0.06,N,O,1995-12-16,1996-02-04,1995-12-22,NONE,TRUCK,key players. bold theodolites unwind quick
2049,84,5,6,17.00,16729.36,0.07,0.00,N,O,1996-02-04,1996-03-01,1996-02-24,NONE,FOB,dolites. express instruction
2050,73,2,1,47.00,45734.29,0.05,0.03,A,F,1994-08-25,1994-07-18,1994-09-15,DELIVER IN PERSON,TRUCK,ounts against the blithely even courts ar
2050,152,3,2,48.00,50503.20,0.05,0.01,A,F,1994-09-30,1994-08-23,1994-10-29,COLLECT COD,AIR,instructions cajole bl
2050,113,4,3,41.00,41537.51,0.10,0.04,A,F,1994-06-08,1994-08-27,1994-06-23,NONE,AIR,timents; slyly bold request
2050,32,8,4,11.00,10252.33,0.02,0.01,A,F,1994-07-27,1994-08-18,1994-08-02,DELIVER IN PERSON,REG AIR,ctions would use fluffily furiously bold 
2050,168,9,5,16.00,17090.56,0.07,0.01,R,F,1994-08-17,1994-07-28,1994-09-05,DELIVER IN PERSON,REG AIR," deposits. final, final th"
2050,49,2,6,29.00,27522.16,0.00,0.05,A,F,1994-09-23,1994-08-01,1994-10-23,TAKE BACK RETURN,MAIL,y pending pac
2050,48,5,7,25.00,23701.00,0.10,0.00,R,F,1994-08-18,1994-07-04,1994-09-04,TAKE BACK RETURN,RAIL,final accounts.
2051,25,6,1,43.00,39775.86,0.08,0.04,N,O,1996-04-22,1996-06-16,1996-04-28,COLLECT COD,RAIL,regular accounts wake furiousl
2051,130,1,2,48.00,49446.24,0.01,0.02,N,O,1996-05-04,1996-06-14,1996-05-19,NONE,TRUCK,iously against the furiously final ac
2052,68,7,1,50.00,48403.00,0.09,0.08,R,F,1992-06-22,1992-06-03,1992-07-19,DELIVER IN PERSON,AIR, unwind after the re
2052,135,1,2,35.00,36229.55,0.09,0.05,A,F,1992-05-29,1992-05-24,1992-06-11,NONE,TRUCK," regular, iron"
2052,43,2,3,16.00,15088.64,0.01,0.08,A,F,1992-06-30,1992-07-09,1992-07-12,NONE,SHIP,arefully. express platelets are bl
2052,96,7,4,47.00,46816.23,0.08,0.01,A,F,1992-06-18,1992-05-16,1992-07-02,TAKE BACK RETURN,REG AIR, ironic ideas use afte
2053,101,4,1,20.00,20022.00,0.09,0.00,A,F,1995-04-25,1995-04-12,1995-05-13,NONE,TRUCK, express deposits. regular package
2053,33,4,2,34.00,31723.02,0.07,0.00,A,F,1995-03-15,1995-03-20,1995-04-09,TAKE BACK RETURN,TRUCK,kly according to the asymp
2053,65,2,3,46.00,44392.76,0.01,0.03,R,F,1995-04-01,1995-04-02,1995-04-18,NONE,RAIL,"auternes integrate! final, pending "
2053,121,6,4,31.00,31654.72,0.06,0.08,R,F,1995-03-23,1995-03-13,1995-04-16,DELIVER IN PERSON,SHIP,d haggle slyly slyly r
2054,113,4,1,11.00,11144.21,0.03,0.05,R,F,1992-08-13,1992-08-26,1992-08-22,NONE,AIR,bold depos
2054,120,7,2,31.00,31623.72,0.05,0.08,A,F,1992-08-18,1992-09-04,1992-08-24,NONE,FOB,he blithe accounts wake quickly ironic d
2054,121,2,3,32.00,32675.84,0.06,0.00,A,F,1992-06-23,1992-07-08,1992-07-22,NONE,FOB,ole slyly regular packages. regul
2054,174,3,4,14.00,15038.38,0.10,0.05,R,F,1992-06-25,1992-09-05,1992-07-14,DELIVER IN PERSON,SHIP,. carefully 
2054,6,1,5,40.00,36240.00,0.08,0.06,R,F,1992-06-23,1992-08-09,1992-07-04,TAKE BACK RETURN,RAIL," are blithely along the final, expre"
2054,134,10,6,17.00,17580.21,0.08,0.01,A,F,1992-06-09,1992-08-28,1992-06-16,NONE,AIR,atelets int
2054,11,1,7,4.00,3644.04,0.00,0.08,R,F,1992-08-12,1992-08-31,1992-08-15,DELIVER IN PERSON,AIR,lyly against the fluffily iro
2055,45,6,1,15.00,14175.60,0.04,0.06,A,F,1993-09-15,1993-10-06,1993-10-07,NONE,REG AIR,ctions. pending
2055,9,10,2,15.00,13635.00,0.06,0.05,R,F,1993-10-30,1993-11-21,1993-11-22,COLLECT COD,RAIL,packages snooz
2055,135,1,3,12.00,12421.56,0.00,0.02,A,F,1993-10-26,1993-11-23,1993-11-22,COLLECT COD,TRUCK,pending deposi
2055,134,10,4,16.00,16546.08,0.02,0.02,A,F,1993-11-16,1993-11-12,1993-11-28,NONE,TRUCK,"s use. ironic, express multipliers "
2080,7,4,1,5.00,4535.00,0.08,0.05,R,F,1993-08-26,1993-08-07,1993-09-02,DELIVER IN PERSON,TRUCK,lar platelets boost!
2080,197,9,2,39.00,42790.41,0.07,0.04,A,F,1993-08-22,1993-09-09,1993-08-23,COLLECT COD,FOB,packages use slyly. bravely ironic fre
2081,89,10,1,26.00,25716.08,0.03,0.08,N,O,1997-10-21,1997-10-03,1997-11-10,NONE,FOB,nal dependencies nag ironically express
2081,149,2,2,13.00,13638.82,0.07,0.05,N,O,1997-08-23,1997-08-22,1997-09-09,TAKE BACK RETURN,MAIL,ily unusual decoys. 
2081,13,10,3,32.00,29216.32,0.09,0.07,N,O,1997-09-05,1997-09-26,1997-10-03,TAKE BACK RETURN,SHIP,furiously after the special theodolites. fu
2081,85,6,4,23.00,22656.84,0.03,0.08,N,O,1997-07-06,1997-09-11,1997-07-21,TAKE BACK RETURN,MAIL,"s. final, pending foxes run furiousl"
2081,113,7,5,19.00,19249.09,0.02,0.06,N,O,1997-10-01,1997-08-12,1997-10-18,COLLECT COD,SHIP, theodolites haggle furiously against the r
2081,142,9,6,31.00,32306.34,0.03,0.06,N,O,1997-09-19,1997-09-13,1997-09-27,NONE,AIR, final pinto
2082,75,3,1,36.00,35102.52,0.00,0.00,R,F,1995-01-20,1995-03-18,1995-01-31,COLLECT COD,MAIL,o the fluffily even platelets! care
2082,105,10,2,12.00,12061.20,0.08,0.05,A,F,1995-01-27,1995-02-11,1995-02-07,NONE,FOB,"eful, final requests boost car"
2083,24,3,1,37.00,34188.74,0.07,0.00,R,F,1993-09-07,1993-09-30,1993-09-18,TAKE BACK RETURN,MAIL,s deposits. slyly final asymptotes af
2084,182,3,1,42.00,45451.56,0.03,0.05,A,F,1993-03-29,1993-05-05,1993-04-22,COLLECT COD,REG AIR,ts. blithely regular de
2084,180,10,2,23.00,24844.14,0.09,0.08,A,F,1993-06-05,1993-05-26,1993-06-06,DELIVER IN PERSON,AIR,sly even fo
2084,136,2,3,37.00,38336.81,0.07,0.05,A,F,1993-07-16,1993-04-20,1993-08-06,NONE,AIR,ress dolphins. fu
2084,94,8,4,9.00,8946.81,0.02,0.02,A,F,1993-03-18,1993-06-08,1993-03-30,NONE,TRUCK,ironic theodolites. slyly quiet 
2084,27,10,5,28.00,25956.56,0.07,0.02,R,F,1993-05-04,1993-05-14,1993-05-31,COLLECT COD,TRUCK,lithely unusual theod
2084,115,9,6,15.00,15226.65,0.09,0.04,A,F,1993-06-23,1993-04-25,1993-07-23,COLLECT COD,SHIP, blithely carefully f
2084,194,6,7,34.00,37202.46,0.09,0.02,R,F,1993-06-20,1993-05-28,1993-06-25,DELIVER IN PERSON,RAIL,haggle idly along the unusual theod
2085,41,8,1,45.00,42346.80,0.00,0.07,R,F,1994-02-27,1994-01-11,1994-03-29,TAKE BACK RETURN,MAIL,ld instructio
2086,60,1,1,22.00,21121.32,0.03,0.07,R,F,1994-12-04,1994-12-16,1994-12-20,DELIVER IN PERSON,RAIL, accounts hag
2086,141,10,2,32.00,33316.48,0.04,0.06,A,F,1994-11-15,1995-01-05,1994-12-09,TAKE BACK RETURN,TRUCK, use slyly final pin
2086,105,6,3,44.00,44224.40,0.02,0.01,A,F,1994-12-04,1994-11-30,1994-12-21,DELIVER IN PERSON,FOB,s; foxes n
2086,84,5,4,27.00,26570.16,0.02,0.00,A,F,1994-11-04,1995-01-14,1994-11-25,COLLECT COD,REG AIR,ully. regular instructions sublate a
2086,156,1,5,33.00,34852.95,0.04,0.00,A,F,1995-02-06,1994-11-25,1995-02-15,NONE,SHIP,lphins cajole alongside 
2086,200,3,6,20.00,22004.00,0.01,0.03,R,F,1994-11-30,1994-12-28,1994-12-07,COLLECT COD,FOB,ironic instruction
2086,156,8,7,7.00,7393.05,0.04,0.05,R,F,1994-12-27,1994-12-10,1995-01-05,COLLECT COD,RAIL,"quests. pending, "
2087,127,8,1,1.00,1027.12,0.05,0.04,N,O,1998-03-27,1998-03-24,1998-04-18,DELIVER IN PERSON,REG AIR,lithely pending depos
2087,168,3,2,46.00,49135.36,0.10,0.03,N,O,1998-02-24,1998-04-02,1998-03-04,DELIVER IN PERSON,AIR, packages across 
2087,62,3,3,1.00,962.06,0.02,0.05,N,O,1998-05-27,1998-04-11,1998-06-12,COLLECT COD,REG AIR,"al, unusual de"
2087,59,1,4,6.00,5754.30,0.03,0.08,N,O,1998-04-23,1998-03-27,1998-05-18,DELIVER IN PERSON,REG AIR,ites wake carefully above
2112,71,2,1,18.00,17479.26,0.02,0.05,N,O,1997-05-02,1997-03-16,1997-05-25,TAKE BACK RETURN,TRUCK,"onic, unusual theodolites. unusual, reg"
2113,123,8,1,40.00,40924.80,0.04,0.06,N,O,1998-01-16,1997-12-11,1998-02-06,TAKE BACK RETURN,TRUCK,xpress foxes. even accoun
2113,112,2,2,24.00,24290.64,0.03,0.02,N,O,1998-02-19,1998-01-08,1998-03-16,COLLECT COD,MAIL,tly pending instructions wake quickly
2114,168,9,1,50.00,53408.00,0.05,0.05,A,F,1995-02-05,1995-03-18,1995-02-13,COLLECT COD,RAIL,s haggle accordin
2114,186,7,2,26.00,28240.68,0.02,0.02,A,F,1995-04-30,1995-04-16,1995-05-28,NONE,SHIP,e asymptotes sleep c
2114,162,1,3,25.00,26554.00,0.07,0.01,A,F,1995-02-15,1995-03-13,1995-02-22,COLLECT COD,AIR,rs haggle quickly quickly even excuses.
2115,196,8,1,27.00,29597.13,0.06,0.03,N,O,1998-09-01,1998-07-29,1998-09-04,NONE,AIR,"ular excuses. ironic, regular acco"
2115,184,5,2,43.00,46619.74,0.06,0.02,N,O,1998-07-14,1998-07-25,1998-07-24,COLLECT COD,FOB,s sleep after the furiously ironic
2115,51,3,3,3.00,2853.15,0.03,0.04,N,O,1998-07-23,1998-07-30,1998-08-14,DELIVER IN PERSON,FOB,final platelets. ironi
2115,49,10,4,47.00,44604.88,0.06,0.07,N,O,1998-08-29,1998-07-30,1998-09-05,TAKE BACK RETURN,REG AIR,usual packages use quickly agai
2115,199,3,5,13.00,14289.47,0.04,0.00,N,O,1998-08-07,1998-08-06,1998-08-13,DELIVER IN PERSON,REG AIR,ts haggle evenly quickly idle 
2116,131,2,1,2.00,2062.26,0.00,0.02,R,F,1994-10-16,1994-11-24,1994-11-09,DELIVER IN PERSON,TRUCK, blithely special asymptotes solve care
2116,140,1,2,47.00,48886.58,0.10,0.06,R,F,1994-09-01,1994-11-18,1994-09-25,COLLECT COD,MAIL,ld theodolites. carefully express package
2116,184,5,3,11.00,11925.98,0.03,0.05,R,F,1994-09-15,1994-10-21,1994-09-21,NONE,FOB,wake. blithely regular dugouts wake furiou
2117,165,2,1,36.00,38345.76,0.10,0.01,N,O,1997-08-06,1997-07-15,1997-08-07,DELIVER IN PERSON,SHIP,ffily according to 
2117,61,6,2,19.00,18260.14,0.04,0.00,N,O,1997-07-30,1997-06-18,1997-08-13,DELIVER IN PERSON,REG AIR,into beans. regular deposi
2117,58,3,3,43.00,41196.15,0.04,0.03,N,O,1997-06-27,1997-06-12,1997-07-22,DELIVER IN PERSON,SHIP, wake blithely outside 
2117,91,4,4,24.00,23786.16,0.00,0.07,N,O,1997-06-15,1997-05-27,1997-06-18,COLLECT COD,SHIP, pinto beans run furiously. deposits us
2117,147,8,5,3.00,3141.42,0.02,0.05,N,O,1997-05-05,1997-07-20,1997-05-26,TAKE BACK RETURN,TRUCK,ounts nag 
2117,1,4,6,27.00,24327.00,0.09,0.08,N,O,1997-06-30,1997-06-27,1997-07-11,TAKE BACK RETURN,REG AIR,rious instructions detect q
2118,160,1,1,24.00,25443.84,0.10,0.03,N,O,1997-01-06,1996-12-14,1997-01-14,TAKE BACK RETURN,RAIL, final packages after the sl
2118,184,5,2,4.00,4336.72,0.08,0.01,N,O,1996-10-25,1996-11-10,1996-11-22,COLLECT COD,AIR,"old accounts-- pending, iron"
2118,145,4,3,11.00,11496.54,0.05,0.04,N,O,1996-12-23,1996-12-20,1997-01-01,COLLECT COD,RAIL,"egular, close deposits wake carefully darin"
2119,102,7,1,36.00,36075.60,0.04,0.00,N,O,1996-11-10,1996-10-25,1996-12-03,TAKE BACK RETURN,RAIL,s use. blithely final accoun
2144,92,6,1,33.00,32738.97,0.00,0.07,R,F,1994-04-04,1994-06-20,1994-04-23,NONE,AIR, even ideas. furiously regular frets engage
2144,51,9,2,46.00,43748.30,0.03,0.08,R,F,1994-04-08,1994-04-29,1994-05-07,COLLECT COD,SHIP, even accounts. slyly
2144,4,9,3,29.00,26216.00,0.00,0.07,R,F,1994-05-03,1994-05-16,1994-06-01,DELIVER IN PERSON,FOB,e even requests boost ironic depos
2144,158,9,4,10.00,10581.50,0.00,0.04,R,F,1994-06-16,1994-05-03,1994-07-05,COLLECT COD,AIR,ely express attainments cajole. sl
2145,78,8,1,13.00,12714.91,0.04,0.05,A,F,1992-11-12,1992-12-13,1992-12-07,TAKE BACK RETURN,MAIL,of the fluffily ironic excus
2145,154,6,2,6.00,6324.90,0.05,0.01,A,F,1992-10-10,1992-11-29,1992-10-14,NONE,AIR,kly regular accounts cajole furiously. f
2146,57,5,1,42.00,40196.10,0.10,0.01,A,F,1992-09-21,1992-11-02,1992-09-23,NONE,AIR,omise silent excuses. careful
2146,157,5,2,6.00,6342.90,0.07,0.05,A,F,1993-01-03,1992-10-24,1993-01-24,DELIVER IN PERSON,RAIL,al requests cajole furiously regular pin
2146,25,8,3,14.00,12950.28,0.03,0.01,R,F,1992-09-16,1992-10-16,1992-09-20,COLLECT COD,SHIP,lly final ideas.
2146,26,9,4,31.00,28706.62,0.02,0.00,A,F,1993-01-04,1992-10-24,1993-01-15,DELIVER IN PERSON,TRUCK, deposits haggle
2146,169,4,5,28.00,29936.48,0.02,0.05,R,F,1993-01-03,1992-10-17,1993-01-08,COLLECT COD,MAIL,ag furiously sometimes
2146,71,9,6,32.00,31074.24,0.07,0.03,R,F,1993-01-10,1992-10-19,1993-02-05,COLLECT COD,TRUCK,c requests cajole. furiously regular
2146,25,6,7,39.00,36075.78,0.07,0.06,R,F,1993-01-05,1992-11-06,1993-01-14,DELIVER IN PERSON,TRUCK,ly final deposits. ironic theodolites us
2147,29,8,1,50.00,46451.00,0.04,0.06,R,F,1992-11-18,1992-11-30,1992-11-30,NONE,RAIL,beans. instructions boost fluffily
2147,101,2,2,4.00,4004.40,0.01,0.04,A,F,1992-09-27,1992-11-15,1992-10-22,NONE,AIR, bold theodolites use abo
2147,44,7,3,34.00,32097.36,0.10,0.04,R,F,1992-11-29,1992-11-08,1992-12-22,TAKE BACK RETURN,REG AIR,ccording to the unusual 
2147,11,8,4,11.00,10021.11,0.06,0.07,A,F,1992-09-27,1992-11-16,1992-10-16,NONE,AIR,ual accounts 
2148,116,6,1,21.00,21338.31,0.09,0.01,R,F,1995-05-28,1995-05-26,1995-06-15,NONE,FOB,y. furiousl
2149,19,9,1,12.00,11028.12,0.05,0.07,R,F,1993-06-01,1993-05-06,1993-06-11,TAKE BACK RETURN,TRUCK,ake slyly.
2149,99,10,2,10.00,9990.90,0.06,0.01,R,F,1993-06-09,1993-04-17,1993-06-16,DELIVER IN PERSON,TRUCK," the special, regul"
2149,49,2,3,47.00,44604.88,0.00,0.04,R,F,1993-06-27,1993-05-12,1993-07-11,COLLECT COD,AIR,kages poach sly
2149,129,8,4,18.00,18524.16,0.06,0.00,A,F,1993-04-05,1993-05-11,1993-04-23,DELIVER IN PERSON,REG AIR,thin the bold acco
2149,60,5,5,22.00,21121.32,0.06,0.04,R,F,1993-05-24,1993-04-23,1993-06-20,TAKE BACK RETURN,SHIP,foxes integrate across the package
2150,78,7,1,26.00,25429.82,0.00,0.03,A,F,1994-06-21,1994-08-05,1994-06-23,NONE,TRUCK, special accounts wake am
2150,18,8,2,29.00,26622.29,0.04,0.03,A,F,1994-09-02,1994-08-04,1994-10-02,TAKE BACK RETURN,RAIL,. fluffily even pinto beans wa
2150,107,2,3,29.00,29205.90,0.04,0.08,R,F,1994-06-10,1994-07-31,1994-06-26,COLLECT COD,RAIL,"ss, ironic account"
2150,54,6,4,39.00,37207.95,0.05,0.02,R,F,1994-07-31,1994-08-17,1994-08-11,TAKE BACK RETURN,TRUCK,eodolites wake according to the blithely f
2150,183,4,5,35.00,37911.30,0.01,0.01,A,F,1994-09-27,1994-08-17,1994-10-13,COLLECT COD,RAIL,ze slyly. regular accoun
2150,7,10,6,12.00,10884.00,0.09,0.03,A,F,1994-08-27,1994-08-22,1994-09-18,COLLECT COD,AIR, pending instructions haggle slyly above 
2151,167,2,1,23.00,24544.68,0.06,0.02,N,O,1996-11-20,1996-12-17,1996-11-30,DELIVER IN PERSON,AIR,"ecial, final deposits. regularly pe"
2151,15,9,2,29.00,26535.29,0.00,0.02,N,O,1997-03-04,1996-12-27,1997-03-21,TAKE BACK RETURN,SHIP,final requests: reg
2151,165,2,3,49.00,52192.84,0.07,0.01,N,O,1997-01-20,1997-02-09,1997-02-18,NONE,FOB,onic platele
2151,18,5,4,28.00,25704.28,0.10,0.08,N,O,1996-12-11,1996-12-26,1996-12-12,DELIVER IN PERSON,AIR, bold instructions. furiously final hockey 
2176,191,4,1,38.00,41465.22,0.02,0.08,R,F,1992-11-29,1993-01-14,1992-12-22,DELIVER IN PERSON,REG AIR,he unusual deposits. pending deposi
2176,95,8,2,14.00,13931.26,0.00,0.06,A,F,1992-11-17,1993-01-07,1992-12-03,DELIVER IN PERSON,SHIP,ully regular asymptot
2176,160,1,3,25.00,26504.00,0.02,0.02,R,F,1993-02-23,1993-01-05,1993-03-07,COLLECT COD,RAIL,doubt carefully deposits. quickly final
2176,143,6,4,2.00,2086.28,0.05,0.06,A,F,1993-02-26,1993-01-08,1993-03-23,DELIVER IN PERSON,AIR, cajole fluff
2177,129,10,1,45.00,46310.40,0.02,0.01,N,O,1997-02-11,1997-02-27,1997-02-17,NONE,SHIP,"osits. special, special pla"
2177,139,5,2,27.00,28056.51,0.04,0.08,N,O,1997-01-29,1997-03-20,1997-02-04,DELIVER IN PERSON,SHIP,slyly ironic
2177,81,2,3,23.00,22564.84,0.07,0.05,N,O,1997-01-28,1997-03-02,1997-02-13,DELIVER IN PERSON,AIR,inal ideas. blithely
2177,55,3,4,34.00,32471.70,0.05,0.07,N,O,1997-02-03,1997-04-10,1997-02-21,COLLECT COD,REG AIR,inal requests-- ironical
2177,57,9,5,46.00,44024.30,0.09,0.05,N,O,1997-05-10,1997-02-23,1997-05-28,COLLECT COD,RAIL, instructions. eve
2177,122,7,6,11.00,11243.32,0.02,0.04,N,O,1997-03-20,1997-03-07,1997-04-09,DELIVER IN PERSON,MAIL,nusual escapa
2178,157,2,1,15.00,15857.25,0.10,0.01,N,O,1997-03-27,1997-03-10,1997-04-18,NONE,REG AIR,ans. regular accounts ac
2178,16,10,2,27.00,24732.27,0.01,0.02,N,O,1997-02-26,1997-02-19,1997-03-25,NONE,MAIL,carefully pending account
2178,5,2,3,40.00,36200.00,0.00,0.03,N,O,1997-03-17,1997-02-09,1997-04-15,COLLECT COD,RAIL,symptotes about the ironic asympt
2178,78,6,4,3.00,2934.21,0.07,0.07,N,O,1997-04-07,1997-01-23,1997-04-18,COLLECT COD,MAIL,s are quick
2179,130,9,1,22.00,22662.86,0.05,0.08,N,O,1996-11-16,1996-11-03,1996-11-25,DELIVER IN PERSON,FOB,"ear the unusual, "
2179,139,5,2,20.00,20782.60,0.03,0.01,N,O,1996-09-30,1996-11-10,1996-10-30,NONE,REG AIR,ly finally
2179,104,9,3,5.00,5020.50,0.03,0.02,N,O,1996-11-09,1996-10-08,1996-11-11,DELIVER IN PERSON,REG AIR,instructions: ironic realms detect furiousl
2179,6,3,4,24.00,21744.00,0.04,0.04,N,O,1996-10-26,1996-11-05,1996-11-16,COLLECT COD,RAIL,ly idle deposits. b
2179,108,5,5,7.00,7056.70,0.00,0.02,N,O,1996-10-24,1996-11-14,1996-11-21,TAKE BACK RETURN,RAIL,odolites are along the bold requests. slyl
2180,16,3,1,31.00,28396.31,0.06,0.04,N,O,1996-10-20,1996-11-21,1996-11-06,COLLECT COD,REG AIR,"ly special, ironic pinto beans? even, s"
2180,193,7,2,39.00,42634.41,0.01,0.00,N,O,1997-01-03,1996-10-29,1997-01-25,NONE,RAIL,blithely furiously even dependencies
2180,197,9,3,24.00,26332.56,0.03,0.00,N,O,1997-01-03,1996-10-24,1997-01-19,NONE,SHIP,", unusual "
2180,111,5,4,47.00,47522.17,0.07,0.02,N,O,1996-09-23,1996-12-08,1996-10-12,NONE,FOB,osits promise furiously. iro
2180,143,2,5,23.00,23992.22,0.02,0.06,N,O,1996-11-08,1996-10-25,1996-11-28,NONE,TRUCK,"express, even packages. theodolites "
2180,55,6,6,48.00,45842.40,0.09,0.03,N,O,1996-12-30,1996-11-22,1997-01-16,DELIVER IN PERSON,RAIL,etect carefully fluffily unusua
2181,178,9,1,4.00,4312.68,0.05,0.04,N,O,1995-09-25,1995-11-12,1995-09-28,COLLECT COD,FOB,s breach carefully. quickly even theodo
2181,88,9,2,46.00,45451.68,0.00,0.02,N,O,1995-11-28,1995-10-17,1995-12-26,COLLECT COD,AIR,inal pinto beans boost abov
2181,91,2,3,15.00,14866.35,0.08,0.05,N,O,1995-10-05,1995-10-27,1995-11-03,DELIVER IN PERSON,FOB,"ongside of the express, ex"
2181,55,10,4,28.00,26741.40,0.04,0.05,N,O,1995-12-21,1995-10-23,1996-01-04,TAKE BACK RETURN,AIR,ons breach carefull
2181,96,7,5,9.00,8964.81,0.06,0.07,N,O,1996-01-05,1995-12-05,1996-01-08,COLLECT COD,TRUCK,pecial requests. slyly pending acc
2182,132,8,1,27.00,27867.51,0.02,0.07,R,F,1994-05-10,1994-07-04,1994-06-04,DELIVER IN PERSON,SHIP,kages. eve
2182,190,1,2,3.00,3270.57,0.05,0.03,R,F,1994-04-20,1994-07-04,1994-04-24,TAKE BACK RETURN,SHIP,ely unusual ideas. fi
2182,94,6,3,34.00,33799.06,0.02,0.03,R,F,1994-05-28,1994-06-02,1994-06-10,COLLECT COD,MAIL,r accounts. regular
